id,title,type,confidence,url,notes
SRC372,ROS-Industrial 官方站,ROS/工业机器人生态,high,https://rosindustrial.org/,ROS-Industrial 官方入口，适合工业机械臂、协作机器人和制造场景集成评估。
SRC373,Open Robotics Discourse,社区/ROS生态,medium,https://discourse.ros.org/,ROS 社区讨论入口，可追踪机器人平台包、驱动和集成问题。
SRC374,Meta-World Benchmark,论文/Benchmark,high,https://meta-world.github.io/,Meta-World 多任务机械臂操作 Benchmark 入口。
SRC375,Dex-Net 项目页,论文/数据集/抓取,high,https://berkeleyautomation.github.io/dex-net/,Dex-Net 抓取数据集和算法项目页。
SRC376,YCB Benchmarks,数据集/物体集,high,https://www.ycbbenchmarks.com/,YCB 物体和 Benchmark 官方入口，常用于抓取、识别和操作评估。
SRC377,BOP Challenge,Benchmark/6D位姿,high,https://bop.felk.cvut.cz/,BOP 6D 物体位姿估计 Benchmark，用于机器人抓取感知评估。
SRC378,Diffusion Policy 项目页,论文/策略学习,high,https://diffusion-policy.cs.columbia.edu/,Diffusion Policy 项目页，机器人模仿学习与操作策略训练常用方法。
SRC379,3D Diffusion Policy 项目页,论文/策略学习,high,https://3d-diffusion-policy.github.io/,3D Diffusion Policy 项目页，面向 3D 视觉机器人操作策略学习。
SRC380,MIT Robotic Manipulation 课程,课程/机器人操作,high,https://manipulation.mit.edu/,MIT Robotic Manipulation 课程，覆盖操作规划、感知和 Drake 工具链。
SRC381,Berkeley CS287 Advanced Robotics,课程/机器人学习,medium,https://people.eecs.berkeley.edu/~pabbeel/cs287-fa19/,Berkeley CS287 高级机器人课程入口。
SRC382,中国招标投标公共服务平台,招投标平台,medium,http://www.cebpubservice.com/,国家级招标投标信息平台，可补充非政府采购路径的机器人项目公告。
SRC383,ISO 13482 个人护理机器人安全,安全标准,high,https://www.iso.org/standard/53820.html,ISO 13482 个人护理机器人安全要求，适合服务机器人、人形和校园交互项目参考。
SRC384,Boston Dynamics Spot 官方页,官网/四足机器人,high,https://bostondynamics.com/products/spot/,Spot 官方产品页，作为高端四足落地标杆。
SRC385,Boston Dynamics Developer,官方开发文档/SDK,high,https://dev.bostondynamics.com/,Boston Dynamics 开发者文档入口，用于 Spot SDK 和 API 对照。
SRC386,ANYbotics ANYmal 官方页,官网/四足机器人,high,https://www.anybotics.com/anymal/,ANYmal 官方产品页，作为工业四足巡检标杆。
SRC387,Clearpath OutdoorNav,导航/落地方案,medium,https://clearpathrobotics.com/outdoornav/,Clearpath OutdoorNav 自动驾驶导航软件入口，适合户外移动平台和巡检项目参考。
SRC388,世界机器人大会,行业会议/产业报告入口,high,https://www.worldrobotconference.com/,世界机器人大会入口，可追踪中国机器人产业报告、展商和行业趋势。
SRC389,中国电子学会,学会/产业报告入口,medium,https://www.cie.org.cn/,中国电子学会入口，世界机器人大会和中国机器人产业发展报告相关组织。
SRC390,比地招标网机器人检索,招投标检索,low,https://www.bidizhaobiao.com/search?keywords=%E6%9C%BA%E5%99%A8%E4%BA%BA,比地招标网机器人关键词检索，仅作辅助线索。
SRC391,机电产品招标投标电子交易平台,招投标平台,medium,https://www.chinabidding.com/,机电产品招标投标电子交易平台，可补充机器人和仪器设备采购公告。
SRC392,RoboCup 官方入口,竞赛/学术入口,high,https://www.robocup.org/,RoboCup 官方入口，适合人形、四足、服务机器人竞赛和教育场景参考。
SRC393,IEEE ICRA 官方入口,会议/论文入口,high,https://www.ieee-ras.org/conferences-workshops/fully-sponsored/icra,IEEE ICRA 官方入口，机器人顶会来源追踪。
SRC394,IEEE IROS 官方入口,会议/论文入口,high,https://www.ieee-ras.org/conferences-workshops/financially-co-sponsored/iros,IEEE IROS 官方入口，机器人顶会来源追踪。
SRC395,Robotics Proceedings,论文会议索引,high,https://www.roboticsproceedings.org/,机器人会议论文开放索引，适合追踪 RSS、WAFR 等论文来源。
SRC396,Robotics Toolbox for Python,开源算法工具,medium,https://petercorke.github.io/robotics-toolbox-python/,Peter Corke Robotics Toolbox Python 文档入口，适合机器人建模、控制和教学。
SRC397,Pinocchio 官方文档,开源动力学库,high,https://stack-of-tasks.github.io/pinocchio/,Pinocchio 机器人动力学库入口，常用于机械臂、人形、四足控制和优化。
SRC398,OMPL 官方文档,开源运动规划库,high,https://ompl.kavrakilab.org/,Open Motion Planning Library 官方入口，常用于机械臂和移动机器人规划。
SRC399,Tesseract Robotics 文档,开源运动规划/工业机器人,medium,https://tesseract-docs.readthedocs.io/,Tesseract Robotics 文档入口，适合工业机械臂和轨迹规划生态评估。
SRC400,Open-RMF GitHub,GitHub/多机器人调度,medium,https://github.com/open-rmf,Open-RMF GitHub 组织，适合校园多机器人调度和设施集成评估。
SRC401,Robotics: Science and Systems 官方站,会议/论文入口,high,https://roboticsconference.org/,RSS 官方入口，机器人顶级学术会议，用于追踪操作、移动、四足、人形和具身智能论文。
SRC402,Conference on Robot Learning 官方站,会议/论文入口,high,https://www.corl.org/,CoRL 官方入口，机器人学习领域核心会议，用于追踪可复现实验、数据集和算法项目。
SRC403,OpenReview CoRL 论文入口,论文索引/OpenReview,medium,https://openreview.net/group?id=robot-learning.org/CoRL/2025/Conference,CoRL OpenReview 入口，可用于检索机器人学习论文、代码和评审信息。
SRC404,arXiv Robotics cs.RO,论文预印本入口,medium,https://arxiv.org/list/cs.RO/recent,arXiv Robotics 分类入口，用于持续追踪最新机器人预印本。
SRC405,IEEE Transactions on Robotics,期刊/论文入口,high,https://www.ieee-ras.org/publications/t-ro/,IEEE T-RO 官方入口，机器人领域核心期刊，用于追踪高质量平台验证论文。
SRC406,IEEE Robotics and Automation Letters,期刊/论文入口,high,https://www.ieee-ras.org/publications/ra-l/,IEEE RA-L 官方入口，机器人和自动化短论文核心来源。
SRC407,The International Journal of Robotics Research,期刊/论文入口,high,https://journals.sagepub.com/home/ijr,IJRR 官方入口，机器人研究核心期刊，用于追踪经典和长期影响力平台论文。
SRC408,Science Robotics,期刊/论文入口,high,https://www.science.org/journal/scirobotics,Science Robotics 官方入口，机器人高影响力论文来源；部分页面可能需要浏览器访问。
SRC409,RoboTurk 项目页,论文/数据集/遥操作,high,https://roboturk.stanford.edu/,Stanford RoboTurk 项目入口，真实机器人远程示教和操作数据集来源。
SRC410,FurnitureBench 项目页,论文/Benchmark/操作,high,https://clvrai.github.io/furniture-bench/,FurnitureBench 家具装配机器人 Benchmark，适合机械臂和双臂操作任务评估。
SRC411,RoboVerse 项目页,论文/Benchmark/具身智能,medium,https://roboverseorg.github.io/,RoboVerse 机器人仿真和具身任务入口，用于补充多任务操作与具身评估生态。
SRC412,VLABench 项目页,论文/Benchmark/VLA,high,https://vlabench.github.io/,VLABench 视觉语言动作 Benchmark 入口，适合评估具身大模型在机器人任务上的泛化能力。
SRC413,VLABench GitHub,GitHub/Benchmark/VLA,medium,https://github.com/OpenMOSS/VLABench,VLABench 代码仓库入口，用于判断 Benchmark 可复现性。
SRC414,RoboGen GitHub,GitHub/研究项目/任务生成,medium,https://github.com/Genesis-Embodied-AI/RoboGen,RoboGen 任务生成和具身智能研究项目入口，可作为仿真任务扩展参考。
SRC415,AI Habitat 官方站,Benchmark/具身AI,high,https://aihabitat.org/,AI Habitat 具身 AI 平台入口，适合导航、交互和移动操作任务评估。
SRC416,HumanoidBench 项目页,论文/Benchmark/人形机器人,high,https://humanoid-bench.github.io/,HumanoidBench 人形机器人 Benchmark 入口，用于评估人形平台动作、操作和泛化能力。
SRC417,HumanPlus 项目页,论文/人形机器人项目,high,https://humanoid-ai.github.io/,HumanPlus 人形机器人学习项目入口，使用真实人形平台进行动作和交互研究。
SRC418,HOVER 项目页,论文/人形机器人项目,high,https://hover-versatile-humanoid.github.io/,HOVER 多功能人形控制项目入口，用于评估人形平台全身控制和通用动作能力。
SRC419,Berkeley Humanoid 项目页,论文/开源人形项目,high,https://berkeley-humanoid.com/,Berkeley Humanoid 开源人形机器人项目入口，适合作为开放硬件和低成本科研平台对照。
SRC420,Berkeley Humanoid Lite 项目页,论文/开源人形项目,medium,https://lite.berkeley-humanoid.org/,Berkeley Humanoid Lite 轻量开源人形项目入口，适合教学和低成本平台参考。
SRC421,NIST Humanoid Robot Benchmark,Benchmark/标准测试,high,https://www.nist.gov/el/intelligent-systems-division-73500/humanoid-robot-baseline-performance-benchmark,NIST 人形机器人基准性能测试入口，适合人形平台能力验证和测试规范参考。
SRC422,RMA Legged Robots 项目页,论文/四足机器人项目,high,https://ashish-kmr.github.io/rma-legged-robots/,Rapid Motor Adaptation 足式机器人项目入口，适合四足机器人真实环境适应能力评估。
SRC423,Learning Agile Robotic Locomotion 项目页,论文/四足机器人项目,high,https://agility.csail.mit.edu/,MIT 四足敏捷运动学习项目入口，适合四足平台动态运动能力对照。
SRC424,Rapid Locomotion via RL 项目页,论文/四足机器人项目,high,https://leggedrobotics.github.io/rl-blindloco/,ETH 足式机器人强化学习运动控制项目入口，适合四足平台 sim-to-real 能力评估。
SRC425,Open6DOR 项目页,论文/Benchmark/操作,high,https://pku-epic.github.io/Open6DOR/,Open6DOR 6D 物体重排 Benchmark 入口，适合机械臂、夹爪和移动操作任务评估。
SRC426,MOKA 项目页,论文/机器人操作项目,medium,https://moka-manipulation.github.io/,MOKA 机器人操作项目入口，适合多模态操作策略和任务泛化参考。
SRC427,DexMimicGen 项目页,论文/灵巧操作项目,high,https://dexmimicgen.github.io/,DexMimicGen 灵巧操作数据生成项目入口，适合灵巧手和复杂操作方案评估。
SRC428,中国自动化学会机器人专业委员会,中文学会/学术入口,medium,https://www.caa.org.cn/article/205/908.html,中国自动化学会机器人专业委员会入口，适合中文学术活动和机器人方向专家资源追踪。
SRC429,中国人工智能学会具身智能专委会,中文学会/具身智能入口,medium,https://ceai.caai.cn/,中国人工智能学会具身智能专业委员会入口，适合跟踪国内具身智能学术活动。
SRC430,中国人工智能学会,中文学会/学术入口,medium,https://www.caai.cn/,中国人工智能学会入口，可作为国内 AI 与具身智能会议、专委会和活动追踪来源。
SRC431,《机器人》期刊官方站,中文期刊/论文入口,high,https://robot.sia.cn/,《机器人》期刊官方入口，适合追踪国内机器人研究论文和综述。
SRC432,中国汽车工程学会具身智能机器人分会,中文学会/产业学术入口,medium,https://www.sae-china.org/branch/385,中国汽车工程学会具身智能机器人分会入口，适合跟踪具身智能机器人产业和学术活动。
SRC433,AUBO Robot GitHub,GitHub/官方SDK,medium,https://github.com/AuboRobot,遨博官方 GitHub 组织入口，用于核验 AUBO 机械臂二次开发和示例代码。
SRC434,JAKA Cobot GitHub,GitHub/官方SDK,medium,https://github.com/JakaCobot,节卡官方 GitHub 组织入口，用于核验 JAKA 协作机器人 SDK、ROS 和示例代码。
SRC435,Elite Robots GitHub,GitHub/官方SDK,medium,https://github.com/Elite-Robots,艾利特官方 GitHub 组织入口，用于核验 Elite 机械臂开发生态。
SRC436,Elephant Robotics GitHub,GitHub/官方SDK,medium,https://github.com/elephantrobotics,大象机器人官方 GitHub 组织入口，用于核验 myCobot、myArm 等教学机械臂代码生态。
SRC437,Hiwonder 官方站,教学机器人官网/渠道,medium,https://www.hiwonder.com/,幻尔官方站入口，用于核验 JetAuto、JetRover 等教学与科研平台资料。
SRC438,Yahboom 官方站,教学机器人官网/渠道,medium,https://category.yahboom.net/,亚博智能官方站入口，用于核验 ROSMASTER、DOFBOT 等教学平台资料。
SRC439,AUBO 文档中心,官方开发文档,high,https://docs.aubo-robotics.cn/,遨博文档中心入口，用于核验 SDK、接口和开发资料。
SRC440,ROS Robots 索引,ROS机器人索引,high,https://robots.ros.org/,ROS Robots 官方索引入口，用于核验机器人平台是否有 ROS/ROS2 生态记录。
SRC441,ROS Index,ROS包索引,high,https://index.ros.org/,ROS Index 入口，用于检索机器人驱动、MoveIt 配置、导航和仿真包。
SRC442,GitHub Robotics Topic,GitHub/开源索引,medium,https://github.com/topics/robotics,GitHub robotics 主题入口，用于持续追踪开源机器人项目和社区活跃度。
SRC443,GitHub ROS2 Topic,GitHub/ROS2索引,medium,https://github.com/topics/ros2,GitHub ROS2 主题入口，用于持续追踪 ROS2 机器人包和生态。
SRC444,GitHub Robot Manipulation Topic,GitHub/操作研究索引,medium,https://github.com/topics/robot-manipulation,GitHub robot-manipulation 主题入口，用于追踪机械臂、抓取和移动操作开源项目。
SRC445,GitHub Quadruped Robot Topic,GitHub/四足机器人索引,medium,https://github.com/topics/quadruped-robot,GitHub quadruped-robot 主题入口，用于追踪四足机器人开源项目和仿真训练代码。
SRC446,GitHub Humanoid Robot Topic,GitHub/人形机器人索引,medium,https://github.com/topics/humanoid-robot,GitHub humanoid-robot 主题入口，用于追踪人形机器人开源项目和训练代码。
SRC447,标准信息公共服务平台,国家标准检索,medium,https://std.samr.gov.cn/,国家标准信息公共服务平台入口，用于核验机器人相关国标、推荐性标准和行业标准。
SRC448,中国机器人 CR 认证,认证/安全合规,medium,https://www.chinarobot.com/,中国机器人 CR 认证入口，适合评估机器人采购的认证、检测和合规要求。
SRC449,京东检索：遨博 AUBO i5,京东渠道线索,low,https://search.jd.com/Search?keyword=%E9%81%A8%E5%8D%9A%20AUBO%20i5%20%E5%8D%8F%E4%BD%9C%E6%9C%BA%E5%99%A8%E4%BA%BA,京东遨博 AUBO i5 检索入口，仅作渠道线索，不作为确定报价。
SRC450,京东检索：节卡 JAKA Zu 7,京东渠道线索,low,https://search.jd.com/Search?keyword=%E8%8A%82%E5%8D%A1%20JAKA%20Zu%207%20%E5%8D%8F%E4%BD%9C%E6%9C%BA%E5%99%A8%E4%BA%BA,京东节卡 JAKA Zu 7 检索入口，仅作渠道线索，不作为确定报价。
SRC451,京东检索：艾利特 EC66,京东渠道线索,low,https://search.jd.com/Search?keyword=%E8%89%BE%E5%88%A9%E7%89%B9%20EC66%20%E5%8D%8F%E4%BD%9C%E6%9C%BA%E5%99%A8%E4%BA%BA,京东艾利特 EC66 检索入口，仅作渠道线索，不作为确定报价。
SRC452,京东检索：睿尔曼 RM65,京东渠道线索,low,https://search.jd.com/Search?keyword=%E7%9D%BF%E5%B0%94%E6%9B%BC%20RM65%20%E6%9C%BA%E6%A2%B0%E8%87%82,京东睿尔曼 RM65 检索入口，仅作渠道线索，不作为确定报价。
SRC453,京东检索：宇树 Z1,京东渠道线索,low,https://search.jd.com/Search?keyword=%E5%AE%87%E6%A0%91%20Z1%20%E6%9C%BA%E6%A2%B0%E8%87%82,京东宇树 Z1 机械臂检索入口，仅作渠道线索，不作为确定报价。
SRC454,京东检索：云深处 Lite3,京东渠道线索,low,https://search.jd.com/Search?keyword=%E4%BA%91%E6%B7%B1%E5%A4%84%20Lite3%20%E5%9B%9B%E8%B6%B3%E6%9C%BA%E5%99%A8%E4%BA%BA,京东云深处 Lite3 检索入口，仅作渠道线索，不作为确定报价。
SRC455,京东检索：逐际 TRON1,京东渠道线索,low,https://search.jd.com/Search?keyword=%E9%80%90%E9%99%85%20TRON1%20%E8%BD%AE%E8%B6%B3%E6%9C%BA%E5%99%A8%E4%BA%BA,京东逐际 TRON1 检索入口，仅作渠道线索，不作为确定报价。
SRC456,京东检索：傅利叶 GR-1,京东渠道线索,low,https://search.jd.com/Search?keyword=%E5%82%85%E5%88%A9%E5%8F%B6%20GR-1%20%E4%BA%BA%E5%BD%A2%E6%9C%BA%E5%99%A8%E4%BA%BA,京东傅利叶 GR-1 检索入口，仅作渠道线索，不作为确定报价。
SRC457,京东检索：智元 A2,京东渠道线索,low,https://search.jd.com/Search?keyword=%E6%99%BA%E5%85%83%20A2%20%E4%BA%BA%E5%BD%A2%E6%9C%BA%E5%99%A8%E4%BA%BA,京东智元 A2 检索入口，仅作渠道线索，不作为确定报价。
SRC458,京东检索：乐聚 Kuavo,京东渠道线索,low,https://search.jd.com/Search?keyword=%E4%B9%90%E8%81%9A%20Kuavo%20%E4%BA%BA%E5%BD%A2%E6%9C%BA%E5%99%A8%E4%BA%BA,京东乐聚 Kuavo 检索入口，仅作渠道线索，不作为确定报价。
SRC459,京东检索：星动纪元 STAR1,京东渠道线索,low,https://search.jd.com/Search?keyword=%E6%98%9F%E5%8A%A8%E7%BA%AA%E5%85%83%20STAR1%20%E4%BA%BA%E5%BD%A2%E6%9C%BA%E5%99%A8%E4%BA%BA,京东星动纪元 STAR1 检索入口，仅作渠道线索，不作为确定报价。
SRC460,京东检索：Cobot Magic,京东渠道线索,low,https://search.jd.com/Search?keyword=Cobot%20Magic%20%E6%9C%BA%E5%99%A8%E4%BA%BA,京东 Cobot Magic 检索入口，仅作渠道线索，不作为确定报价。
SRC461,淘宝检索：遨博 AUBO i5,淘宝/天猫线索,low,https://s.taobao.com/search?q=%E9%81%A8%E5%8D%9A%20AUBO%20i5%20%E5%8D%8F%E4%BD%9C%E6%9C%BA%E5%99%A8%E4%BA%BA,淘宝遨博 AUBO i5 检索入口，仅作渠道线索，不作为确定报价。
SRC462,淘宝检索：节卡 JAKA Zu 7,淘宝/天猫线索,low,https://s.taobao.com/search?q=%E8%8A%82%E5%8D%A1%20JAKA%20Zu%207%20%E5%8D%8F%E4%BD%9C%E6%9C%BA%E5%99%A8%E4%BA%BA,淘宝节卡 JAKA Zu 7 检索入口，仅作渠道线索，不作为确定报价。
SRC463,淘宝检索：艾利特 EC66,淘宝/天猫线索,low,https://s.taobao.com/search?q=%E8%89%BE%E5%88%A9%E7%89%B9%20EC66%20%E5%8D%8F%E4%BD%9C%E6%9C%BA%E5%99%A8%E4%BA%BA,淘宝艾利特 EC66 检索入口，仅作渠道线索，不作为确定报价。
SRC464,淘宝检索：睿尔曼 RM65,淘宝/天猫线索,low,https://s.taobao.com/search?q=%E7%9D%BF%E5%B0%94%E6%9B%BC%20RM65%20%E6%9C%BA%E6%A2%B0%E8%87%82,淘宝睿尔曼 RM65 检索入口，仅作渠道线索，不作为确定报价。
SRC465,淘宝检索：宇树 Z1,淘宝/天猫线索,low,https://s.taobao.com/search?q=%E5%AE%87%E6%A0%91%20Z1%20%E6%9C%BA%E6%A2%B0%E8%87%82,淘宝宇树 Z1 机械臂检索入口，仅作渠道线索，不作为确定报价。
SRC466,淘宝检索：云深处 Lite3,淘宝/天猫线索,low,https://s.taobao.com/search?q=%E4%BA%91%E6%B7%B1%E5%A4%84%20Lite3%20%E5%9B%9B%E8%B6%B3%E6%9C%BA%E5%99%A8%E4%BA%BA,淘宝云深处 Lite3 检索入口，仅作渠道线索，不作为确定报价。
SRC467,淘宝检索：Unitree Go2,淘宝/天猫线索,low,https://s.taobao.com/search?q=Unitree%20Go2%20%E6%9C%BA%E5%99%A8%E7%8B%97,淘宝 Unitree Go2 检索入口，仅作渠道线索，不作为确定报价。
SRC468,淘宝检索：Hiwonder JetAuto,淘宝/天猫线索,low,https://s.taobao.com/search?q=Hiwonder%20JetAuto,淘宝 Hiwonder JetAuto 检索入口，仅作教学平台渠道线索。
SRC469,淘宝检索：Yahboom ROSMASTER,淘宝/天猫线索,low,https://s.taobao.com/search?q=Yahboom%20ROSMASTER,淘宝 Yahboom ROSMASTER 检索入口，仅作教学平台渠道线索。
SRC470,中国政府采购网检索：遨博,招投标检索,medium,https://search.ccgp.gov.cn/bxsearch?searchtype=1&searchparam=%E9%81%A8%E5%8D%9A,中国政府采购网遨博关键词检索入口，用于后续核验 AUBO 采购公告和中标价。
SRC471,中国政府采购网检索：节卡,招投标检索,medium,https://search.ccgp.gov.cn/bxsearch?searchtype=1&searchparam=%E8%8A%82%E5%8D%A1,中国政府采购网节卡关键词检索入口，用于后续核验 JAKA 采购公告和中标价。
SRC472,中国政府采购网检索：艾利特,招投标检索,medium,https://search.ccgp.gov.cn/bxsearch?searchtype=1&searchparam=%E8%89%BE%E5%88%A9%E7%89%B9,中国政府采购网艾利特关键词检索入口，用于后续核验 Elite 采购公告和中标价。
SRC473,中国政府采购网检索：睿尔曼,招投标检索,medium,https://search.ccgp.gov.cn/bxsearch?searchtype=1&searchparam=%E7%9D%BF%E5%B0%94%E6%9B%BC,中国政府采购网睿尔曼关键词检索入口，用于后续核验 RealMan 采购公告和中标价。
SRC474,中国政府采购网检索：宇树 Z1,招投标检索,medium,https://search.ccgp.gov.cn/bxsearch?searchtype=1&searchparam=%E5%AE%87%E6%A0%91%20Z1,中国政府采购网宇树 Z1 关键词检索入口，用于后续核验 Z1 采购公告和中标价。
SRC475,中国政府采购网检索：云深处,招投标检索,medium,https://search.ccgp.gov.cn/bxsearch?searchtype=1&searchparam=%E4%BA%91%E6%B7%B1%E5%A4%84,中国政府采购网云深处关键词检索入口，用于后续核验四足机器人采购公告和中标价。
SRC476,中国政府采购网检索：傅利叶,招投标检索,medium,https://search.ccgp.gov.cn/bxsearch?searchtype=1&searchparam=%E5%82%85%E5%88%A9%E5%8F%B6,中国政府采购网傅利叶关键词检索入口，用于后续核验 GR 系列采购公告。
SRC477,中国政府采购网检索：智元机器人,招投标检索,medium,https://search.ccgp.gov.cn/bxsearch?searchtype=1&searchparam=%E6%99%BA%E5%85%83%20%E6%9C%BA%E5%99%A8%E4%BA%BA,中国政府采购网智元机器人关键词检索入口，用于后续核验智元平台采购公告。
SRC478,中国政府采购网检索：乐聚机器人,招投标检索,medium,https://search.ccgp.gov.cn/bxsearch?searchtype=1&searchparam=%E4%B9%90%E8%81%9A%20%E6%9C%BA%E5%99%A8%E4%BA%BA,中国政府采购网乐聚机器人关键词检索入口，用于后续核验 Kuavo 采购公告。
SRC479,中国政府采购网检索：星动纪元,招投标检索,medium,https://search.ccgp.gov.cn/bxsearch?searchtype=1&searchparam=%E6%98%9F%E5%8A%A8%E7%BA%AA%E5%85%83,中国政府采购网星动纪元关键词检索入口，用于后续核验 STAR1 采购公告。
SRC480,中国政府采购网检索：幻尔机器人,招投标检索,medium,https://search.ccgp.gov.cn/bxsearch?searchtype=1&searchparam=%E5%B9%BB%E5%B0%94%20%E6%9C%BA%E5%99%A8%E4%BA%BA,中国政府采购网幻尔机器人关键词检索入口，用于后续核验教学复合平台采购公告。
SRC481,中国政府采购网检索：亚博智能,招投标检索,medium,https://search.ccgp.gov.cn/bxsearch?searchtype=1&searchparam=%E4%BA%9A%E5%8D%9A%E6%99%BA%E8%83%BD,中国政府采购网亚博智能关键词检索入口，用于后续核验 ROSMASTER/DOFBOT 教学平台采购公告。
SRC482,华东理工大学智能机器人综合实践平台中标公告,高校采购/中标公告,high,https://czzx.ecust.edu.cn/cms/contentwh/download.htm?attachmentid=21c8af0cdab34fa6a6217164a0dcedba,PDF 公告显示项目总中标金额 944 万元，核心货物为智元灵犀 X2 Ultra 旗舰版 3 套，货物单价 928340 元。
SRC483,复旦大学全尺寸通用人形机器人中标公告,高校采购/中标公告,high,https://cz.fudan.edu.cn/cms/contentwh/download.htm?attachmentid=46f21da09046414c81f673dff6141ec5,PDF 公告显示全尺寸通用人形机器人项目中标金额 64.69 万元，品牌宇树科技，型号 H1-2，数量 1 套，单价 646900 元。
SRC484,华东理工大学智能无人系统综合实训平台中标公告,高校采购/中标公告,high,https://czzx.ecust.edu.cn/cms/contentwh/download.htm?attachmentid=dbb734362d664e4abb831b3648442340,PDF 公告显示智能无人系统综合实训平台中标金额 415.139 万元，包含优必选多拟态具身智能教学机器人套装、智能管家机器人本体、人形机器人 TX20 等。
SRC485,西安科技大学机械臂智能与人机手臂协同创新平台中标公告,高校采购/中标公告,medium,https://www.xust.edu.cn/info/1256/21963.htm,公告列出六自由度协作机械臂、七自由度协作机械臂和力矩传感器等，Syrob5 单价 9.48 万元，KUKA LBR iiwa 7 R800 机械臂本体单价 28.6085 万元。
SRC486,复旦大学机器狗科研急需采购成交结果公告,招投标聚合/成交公告,medium,https://sh.zhiliaobiaoxun.com/article/86762963,页面显示复旦大学机器狗科研急需采购成交金额 41.05 万元，主要设备为杭州云深处 X30 四足机器人、双光云台和 5G 通讯模块。
SRC487,智元、宇树中标中国移动人形机器人采购订单,媒体/采购线索,low,https://finance.sina.com.cn/tech/roll/2025-07-11/doc-inffcpez2444641.shtml,媒体报道中移杭州 2025-2027 人形双足机器人代工服务采购总预算 1.2405 亿元，智元中选全尺寸包，宇树中选小尺寸人形、算力背包和五指灵巧手包；需以正式采购文件二次核验。
SRC488,苏州市职业大学智能机器人产教融合实训基地项目页,政府采购项目页,medium,https://czju.suzhou.gov.cn/zfcg/html/project/e75a3e7882564e8084876e7dad143bff.shtml,项目页显示智能机器人产教融合实训基地预算 280 万元，含招标公告、中标公告和采购合同入口，适合作为教学实训场景采购线索。
SRC489,myCobot 280 智能垃圾分类论文,论文/研究项目,medium,https://arxiv.org/abs/2604.14882,论文使用 MyCobot 280 Jetson Nano 机械臂、YOLOv8 和 ROS 路径规划构建智能垃圾分类系统，补充教学机械臂真实研究案例。
SRC490,AUBO-i5 多目标轨迹规划论文,论文/机械臂研究,high,https://www.mdpi.com/2079-9292/9/5/859,Electronics 论文以 AUBO-I5 协作机器人为实验对象，进行运动学建模和多目标轨迹规划。
SRC491,AUBO i5 与 DOBOT MG400 薄层色谱自动化平台论文,论文/实验室自动化,high,https://pmc.ncbi.nlm.nih.gov/articles/PMC9727146/,开放论文使用 AUBO i5 和 DOBOT MG400 构建薄层色谱自动化平台，说明二者在实验室自动化中的研究和落地组合价值。
SRC492,JAKA ROS2 Instruction Manual,官方开发文档/ROS2,high,https://www.jaka.com/docs/en/guide/V3/ROS/ROS2.html,JAKA ROS2 文档说明当前 ROS2 包支持 JAKA Zu 7 等 6 轴协作机器人，并包含 MoveIt、RViz 可视化和仿真。
SRC493,RoboDK JAKA Zu7 模型页,仿真/离线编程模型,medium,https://robodk.com/robot/JAKA/Zu7,RoboDK JAKA Zu7 模型页列出 7 kg 负载、819 mm 臂展、0.02 mm 重复定位精度，可作为离线编程和仿真生态证据。
SRC494,睿尔曼机械臂视觉伺服开发指南,中文官方开发文档/视觉伺服,high,https://develop.realman-robotics.com/AI/developerGuide/visualServo/,睿尔曼官方视觉伺服开发指南，面向自动化生产、仓储物流、机器人抓取、科研和教育用户。
SRC495,睿尔曼 RM65 坐姿淋浴护理设备仿真论文,中文论文/机械臂研究,medium,https://pdf.hanspub.org/mos2025143_452572278.pdf,建模与仿真论文选用睿尔曼 RM65 系列六自由度机械臂，验证坐姿淋浴式智能化洗浴系统方案。
SRC496,LimX TRON1 中文官方产品页,中文官网/科研平台,high,https://www.limxdynamics.com/zh/products/tron1,逐际 TRON1 官方页说明其为多形态双足机器人和人形 RL 科研入门平台，支持开放 SDK、底层接口、Python 开发、NVIDIA Isaac、MuJoCo、Gazebo 和移动操作拓展套件。
SRC497,EngineAI PM01 中文官方产品页,中文官网/参数,high,https://www.engineai.com.cn/product-pm01.html,众擎 PM01 官方页列出身高、重量、23 自由度、约 2 h 续航、开源训练/部署代码和 ROS 部署框架线索。
SRC498,Fourier GR-2 官方介绍文档,官方文档/规格,high,https://support.fftai.com/en/docs/GR-X-Humanoid-Robot/GR2/GR-2_Introduction/,傅利叶 GR-2 文档列出 1.75 m、63 kg、最高 53 自由度、FSA 2.0 执行器和自研灵巧手等信息。
SRC499,Fourier GR-2 SDK 概览,官方开发文档/SDK,high,https://support.fftai.com/en/docs/GR-X-Humanoid-Robot/GR2/SDK/Overview/,傅利叶 GR-X SDK 文档说明 Aurora 中间件、Python 接口、DDS 通信、仿真/实机快速开始和 RL 策略部署示例。
SRC500,Xiaomi CyberDog ROS2 GitHub Raw,GitHub/ROS2源码,medium,https://raw.githubusercontent.com/MiRoboticsLab/cyberdog_ros2/master/README.md,小米 CyberDog ROS2 README 说明其基于 ROS2 实现多模态感知、人机交互、自主决策、定位导航和目标追踪等功能。
SRC501,TurtleBot4 GitHub README Raw,GitHub/ROS2源码,medium,https://raw.githubusercontent.com/turtlebot/turtlebot4/humble/README.md,TurtleBot4 common packages README，指向 TurtleBot 4 用户手册，补充 ROS2 原生教学平台代码证据。
